TITLE,CATEGORY,TARGET
Microsoft attempts to solve Windows 8.1 update problems,t,1
WHO: Air pollution kills 7 million people every year,m,3
Ham Radio Enthusiasts Gear Up for Field Day,t,1
Amazon Wants To Ship Up To 3 Million Fire Phones By End Of 2014,b,2
Auto Sales Maintain Healthy Pace In June,b,2
Ebola Outbreak In Africa Involves New Strain,m,3
Former 'Dynasty' soap opera star Kate O'Mara dies at age 74,e,0
Tori Spelling: Dean McDermott Threatens Divorce,e,0
Astronaut photographs World Cup 2014 cities from space,t,1
Galaxy S5 vs HTC One M8,t,1
UN says ending Aids is possible by 2030,m,3
Nielsen and Facebook team up to track shows watched on users' mobile devices,t,1
"Microsoft results beat expectations, with $7B in earnings",b,2
Lindsay Lohan's mom pleads guilty to drunken driving,e,0
Why the Apple-Samsung trial was a waste of time for all but fanboys and lawyers,t,1
Android L preview now available: A look at the big changes in the new OS,t,1
Lindsay Lohan's OWN show isn't getting a second season,e,0
NYIAS: The New 2015 Toyota Camry Hits The Gym,b,2
"KISS, Nirvana, E Street Band, join rock hall",e,0
"Beyoncé and Jay Z tease “On the Run” tour with star-studded, “R-Rated” trailer",e,0
Quid Pro Perv? Model Claims Terry Richardson Tried To Dangle 'Vogue' Spot  ...,e,0
Lower-rated euro zone debt yields at new lows on ECB,b,2
Miliband calls for public interest test in big takeovers,b,2
Increased commercial jet deliveries helps Boeing 1Q profit; retirement plan  ...,b,2
The Maddening World of Glacial Melt and Its Politics,t,1
Glastonbury Festival 2014 On Social Media Summed Up In These 17 Moments,e,0
"Fitch Moves Outlook on Aflac (AFL), Eight Japanese Insurers to Negative",b,2
Researcher denies stem cell research was faked,m,3
Coffee for cosmonauts! First 'ISSpresso' machine to arrive in space,t,1
"MTV Movie Awards: Hunger Games wins big, Paul Walker tribute - WQOW TV  ...",e,0
"Samsung Galaxy S5 launched in India, to be available starting April 11",t,1
Decline in preterm births and asthma linked with smoking bans,m,3
"Two more confirmed to Fed Reserve, Fischer vice chair",b,2
Is Chris Colfer Leaving Glee? Get the Latest!,e,0
URGENT - ebola outbreak,m,3
Is Facebook's $2B investment intelligent?,t,1
Health officials support prohibiting sale of e-cigarettes to kid - KUAM.com-KUAM  ...,m,3
Qualcomm Q2 Profit Up - Quick Facts,b,2
Time To Expand HBO Go To The Cable-Less?,t,1
Gabby Sidibe Inspires at MS Foundation Awards Celebration,m,3
Walmart moves in on GameStop's turf: Will give store credit for used games,b,2
Vietnam says possible debris area already searched,b,2
High Cholesterol May Delay Parenthood,m,3
"Kim Kardashian, Kanye West honeymooning in Ireland?",e,0
What's Behind the Price of Gas Last Week,t,1
"CMS Trims Rule on Part D, Medicare Advantage in Final Version",m,3
Robert Pattinson Film 'Maps To The Stars' Releases First Trailer,e,0
Facebook COO Sheryl Sandberg meets PM Modi,t,1
5.5-Inch iPhone 6 Now Pegged for Launch Alongside 4.7-Inch Model,t,1
Fannie Mae's Q1 Net: $5.3 Bil,b,2
Welcome delay on Milwaukee taxi ordinance,b,2
Samsung Electronics flags 25% plunge in Q2 profit,b,2
Broadway & Hollywood Legend Ruby Dee Dies at 91,e,0
Nintendo Logs Massive $229M Loss For Fiscal Year,t,1
THE AMAZING SPIDER-MAN 2 & Earth Hour Celebrate The Planet,t,1
Archer Daniels to Acquire Wild Flavors for $3B,b,2
"IMF cuts US growth outlook, says full employment years off",b,2
Fleetwood Mac to launch North American tour with both Christine and John McVie,e,0
Samsung Galaxy Note 4 Concept Image Packs 5.7-Inch Screen and 21MP Camera,t,1
S&P 500 sets record on bullish sentiment,b,2
Orlando Bloom and Selena Gomez are caught together on night out in L.A,e,0
Student Loans Set For First Rate Increase Under New Law,b,2
Spring is almost here! Vernal Equinox explained,t,1
WHO to hold emergency talks...,m,3
Pound Reaches 19-Month High Versus Euro on Carney Speech,b,2
"The Watcher: Letterman, Walters will call it a day – and a night",e,0
Preparations underway for KimYe's Italian wedding,e,0
The 5 most interesting things Microsoft's new CEO said today,b,2
Adam Richman's new 'Man Finds Food' postponed by Travel Channel after  ...,e,0
"Missing plane? Don't worry, Courtney Love is on the case!",e,0
FTC accuses T-Mobile of adding bogus charges to customer bills,t,1
Euro zone business keeps up solid pace of growth,b,2
Lionsgate Enters JV for Streaming Service in China,e,0
Heartbleed Issue Likely To Linger For Quite Some Time,t,1
Zillow Buys Trulia for $3.5B in Stock,b,2
Home WhatsOn ArtsEntertainment Despite 'hard work' it's over between Gwyneth  ...,e,0
The FDA Gives Sarepta Therapeutics Inc. a Way Forward: Now What?,m,3
A Minute With: Emma Watson on how Hogwarts prepped her for 'Noah',e,0
Lufthansa cancels 900 flights due to strike,b,2
Billions wiped off Moscow markets,b,2
"Crude, Brent Oil Tumble",b,2
"Weird Al Yankovic Spoofs Lorde's ""Royals"" With ""Foil"" Parody: Hilarious Video",e,0
"Credit Suisse CEO Brady Dougan says ""very committed"" to Swiss bank",b,2
Lionsgate Set Plans for a Live-Action Power Rangers Movie Reboot,e,0
New regions targeted for AT&T ultra-fast broadband service,t,1
'Star Trek' actor Chris Pine fined $79 for drunken driving; Calif. copter rescues  ...,e,0
Flying Saucer Over Hawaii? NASA Tests New Spacecraft,t,1
Google everywhere,t,1
'Brady Bunch' actress with Erie ties dies in Texas,e,0
Transformers: Age of Extinction,e,0
"US health system ranks first on cost, last on quality, study shows",m,3
"Pfizer pulls out of £69 billion bid to take over AstraZeneca, which is due to make  ...",b,2
Airbnb raising funding at US$10-billion valuation from TPG: sources,b,2
Worries over Banco Espirito Santo probe lift Portuguese yields,b,2
"The Six Million Dollar Man: We Can Rebuild Him, for How Much?",m,3
Live blog: Experts answer questions about the Heartbleed bug,t,1
What Beats by Apple would mean for you,t,1
Keith Urban Returning To Next Season's American Idol,e,0
"Farewell, Archie: Beloved character to die",e,0
Google May Acquire Streaming Service Twitch For $1 Billion,t,1
Twin Bros React to HGTV Canceling Show Over Anti-Gay Views,e,0
STUMPTALK: The mind of the climate hypochondriac,t,1
E-cigarettes: no smoke without fear,m,3
LG Optimus L5 2 Dual vs. Samsung Galaxy S3 Mini Specs and Price  ...,t,1
First Time Mother in Comatose State Gives Birth to a Healthy Child[VIDEO+  ...,m,3
"Nokia Lumia 930 Release Date, Specs & Features: This Is The One You've Been  ...",t,1
Beyoncé Reduced To Tears During Final 'Mrs Carter Show' Tour Gig,e,0
2015 Toyota Camry Debut,b,2
Facebook once again tries to take on Snapchat,t,1
WWE Network Growth Stagnant – 700000 Subscribers,t,1
"Now check your eyes, sense of smell to spot Alzheimer's early",m,3
Google and Intel Unveil a New Generation of Powerful Chromebooks,t,1
SNL: How Did Anna Kendrick Do as Host?,e,0
"In space, no one can hear you fight over Ukraine",t,1
Pancreatic Cancer Could Be Second Most Deadly Cancer By 2030 by Matt Moreno,m,3
Stocks sink further in late trading; Amazon drops,b,2
"Apple Weekly News Roundup: Dr. Dre, iHealth and More",t,1
Ikea Boosts Minimum Wage For US Workers An Average Of 17 Percent,b,2
Fed stress tests: 29 of 30 pass,b,2
"New FCC proposal could be the end of net neutrality, opponents say",t,1
Dollar Gains On Hopes For European Stimulus,b,2
'True Detective' Season 2 Cast: Series to Feature Jessica Chastain in Lead Role?,e,0
Let symptoms – not age – influence treatment,m,3
Trading temporarily halted on Exact Sciences stock,m,3
This Guy Sued Tesla Over Trademark Infringement in China,t,1
Andrew Garfield and Emma Stone recommend charities to the paparazzi,e,0
Will Coca-Cola's Life revive the cola category?,b,2
Daily State Of The Markets: Which Matters More: Yellen Or Earnings/Econ Data?,b,2
Tom Hanks Shows Off Amazing Dance Moves,e,0
MERS virus spreads in US,m,3
'Project Morpheus' is Sony's virtual reality headset for the PS4,t,1
"Chinese Premier Li Keqiang says US, China should focus on mutual interests  ...",b,2
Patricia Thibert: Follow the money in climate debate,t,1
L'Wren Scott's Family Want Utah Burial As Mick Jagger Flies To New York  ...,e,0
Microsoft to Webcast Next Week's Surface Event,t,1
Lobbying intensifies as net neutrality faces threat,t,1
Malaysia plane search straddles continent,b,2
Well That's Lovely: 20% of All Chinese Farmland Is Polluted,b,2
Twitter's New Design Borrows Some of Facebook's Old Style,t,1
"RPT-China expresses ""strong dissatisfaction"" with US solar tariff",b,2
Driverless car trials get go-ahead,t,1
"Must See: 'I got it, I got it!' Adorable boy walks for first time",m,3
Mercedes Teams With Infiniti on $1.4 Billion Mexico Plant,t,1
Stock indexes barely budge in early trading; Citigroup and technology shares slide,b,2
Storms Threaten Second Launch Try To ISS,t,1
INSIGHT-How AstraZeneca escaped Pfizer's clutches this time,b,2
Vancouver Craft Beer Week will pour and feed (with video),e,0
The Daily Show Hilariously Takes on Google Glass “Eye Douches”,t,1
GM adds 218000 subcompact Aveo cars to recall list,t,1
IMF's Lagarde: US Job Numbers Fall Short,b,2
STAGE TUBE: Taylor Swift Embraces Her Inner Awkwardness in SHAKE IT OFF  ...,e,0
Jason Derulo Talks Dirty At The 2014 Billboard Music Awards! Watch HERE!,e,0
E-ciggies tend to influence young adult tobacco users to smoke,m,3
Heartbleed Bug sparks widespread security concerns online,t,1
"Euro to Look Past GDP, PMI Data as ECB Meeting Looms Ahead",b,2
"OnePlus One CyanogenMod running smartphone launched, features 1080p  ...",t,1
"iPhone 5S, Samsung Galaxy S5, HTC One M8 all destroyed for science",t,1
Justin Bieber offends millions with shrine visit,e,0
Late snake-handling preacher's son bitten by rattlesnake,e,0
Federal government gives greenlight for medical marijuana study for PTSD  ...,m,3
Samsung Galaxy S5 now in-store at TELUS,t,1
"Fincher passes on Steve Jobs film and other news from April 14, 2014",e,0
Blackberry reports $423 million 4th Q loss,b,2
Europe's handling of crisis made recession worse - Mario Draghi,b,2
Amazon (AMZN) Gearing Up to Introduce Its Own 3-D Smartphone by June: Report,t,1
Fivefold increase in cases of skin cancer,m,3
Largest Study of Its Kind Finds Strong Connection Between Marriage and Heart  ...,m,3
'The Voice' Round Two Battles: Tess Boyer…,e,0
Study: Fortified cereal may endanger kids with megadoses,m,3
Ebola epidemic to last 'several months',m,3
MH17: Melbourne bound AIDS researchers on fatal flight,m,3
Ebola voices: Fighting the deadly virus in Guinea,m,3
Study ranks Louisville worst city for allergy sufferers,m,3
"One in 25 patients has an infection acquired during hospital stay, CDC says",m,3
Exclusive: GM moving some production between Mexico and Tennessee,t,1
"Medical marijuana may treat MS symptoms, ineffective for other brain disorders",m,3
"Key vote nears on demise of Fannie, Freddie",b,2
China's e-commerce giant Alibaba to acquire stake in SingPost,b,2
Miley Cyrus Snubs 'The Voice',e,0
Relay for Life sees big crowd,m,3
Hillshire Backs Off Of Pinnacle Foods Offer,b,2
High-flying stocks come down to earth,b,2
"GDC 2014: Sony Unveils Project Morpheus, A Virtual Reality Headset To  ...",t,1
"iOS 8, OS X 10.10 Release Date, Details: New Apple Software Should Be  ...",t,1
Black legged ticks spreading new painful infection,m,3
Greeks forced to walk to work in Athens as German Chancellor Angela Merkel  ...,b,2
Inside Noah's Ark: Behind the Scenes of Paramount's 'Noah' (VIDEO),e,0
Kendall Jenner steps out sans underwear at MuchMusic Video Awards red carpet,e,0
Are Insurance Premiums Capped? Do Doctors Have To Accept Medicare?,m,3
'The Godzilla of Earths' is found: Planet 17 times larger than our own suggests  ...,t,1
Blake Shelton tweets Adam Levine's phone number during live broadcast,e,0
Euro Slips Against Most Majors After French PMI,b,2
CBS should've hired the other 'Stephen Colbert' to replace Letterman,e,0
Henry Cavill as the Man of Steel in Batman v Superman photo,e,0
Breakthrough brings us health implants size of rice grains,m,3
Rolf Harris will be stripped of BAFTA Fellowship and could lose CBE from Queen,e,0
FDA Prepares To Release Plan To Reduce Salt,m,3
Kanye West spoken word album,e,0
Dublin online gambling company comes up trumps after €3.6bn sale,b,2
Microsoft will buy back your Windows XP machine to give you a discount on a  ...,t,1
You are here: HomeChina Telecom reports record revenue,b,2
"Dow Movers: T, PFE",b,2
The Calorie Counts Of These 9 Chain Restaurant Meals Will Horrify You,m,3
Scientists warn of dengue fever risk during Brazil`s World Cup,m,3
"Facebook Acquires ProtoGeo, The Creators Of The Moves Activity Tracking App",t,1
Financial markets should get serious on climate policy,t,1
"US Manufacturing Gaining On China, Brazil And Rest Of World, Study Finds",b,2
GI Joe creator Donald Levine dead at 86,e,0
Portland boil water alert: 61500 Rockwood Water customers affected,m,3
15-Year-Old Justin Bieber Tells Racist Joke in Resurfaced Video,e,0
Marijuana study in veterans finally gets federal approval,m,3
Kim Kardashian's Wedding Reception Dress Is Balmain,e,0
"AMD demos Seattle, its first ARM-based server chip",t,1
13 things we'll miss most about Sbarro,b,2
"Sperm, semen defects may be linked to shorter life spans",m,3
Mariah Carey's Voice Soars Like A 'Meteorite' [NEW MUSIC],e,0
Darren Aronofsky Reveals the Secret Behind the Animals of Noah's Ark,e,0
Macklemore Wears Racist Stereotypical Jewish Costume At Show?,e,0
HTC One M8 resets the flagship bar,t,1
Aereo Loses Supreme Court Fight,t,1
Cannes 2014 awards: Timothy Spall an anchor in a stormy night of surprises,e,0
iPad with 12.9-inch display rumored to in the works for 2015,t,1
'Game Of Thrones' Recap,e,0
"Breeze, RunKeeper's New Step-Tracking App, Aims to Bridge Workouts",t,1
Organic Mangoes Recalled Due To Listeria,m,3
Plug Pulled on Cable Reality Program After Report Surfaces About Hosts,e,0
ADM buying Wild Flavors in $3B deal,b,2
Smart contact lenses could be in shops soon,t,1
"Peaches Geldof, daughter of Live Aid's Bob Geldof, dies suddenly at age 25",e,0
Hardcore headbanger suffers brain bleed,m,3
Brody Jenner snubs stepsister Kim Kardashian's wedding,e,0
Oil and gold gain ground on Ukraine concerns,b,2
IATA cuts 2014 profit forecast for global airlines,b,2
"Mariah Carey's Father-in-Law Thinks Son Nick Cannon, Singer Could Have  ...",e,0
Manufacturing sector continues strong growth,b,2
"IMF sees improved US economy, but watch weather",b,2
Rihanna And Eminem To Perform At MTV Movie Awards,e,0
Jason Segel and Neal Patrick Harris sing song from 'Les Miserables',e,0
Bond yields edge lower on fall in inflation,b,2
Animal activists picket Liam Neeson's home,e,0
Bionic Eye 3,m,3
"Chikungunya virus making its way across U.S., no cure for mosquito-borne illness",m,3
Tyler the Creator Arrested After Inciting A Riot At SXSW Concert,e,0
Relay raises over $50000,m,3
Rear-visibility technology to be required in all cars,t,1
Apple Pledges To Make iOS Emojis More Racially Diverse,t,1
Joss Whedon And James Gunn Both Show Support For Edgar Wright,e,0
"Kim Kardashian Flaunts Cleavage In Sheer Top, Nude Bra At Bonnaroo",e,0
"INTEGRYS ALERT: Proposed Sale of Integrys Energy Group, Inc. Being  ...",b,2
